0,2,1,0
0,7,1,0
0,16,1,0
0,24,1,0
0,26,1,0
0,30,1,0
0,36,1,0
0,37,1,0
0,41,1,0
0,44,1,0
0,49,1,0
1,0,1,0
1,2,1,0
1,7,1,0
1,10,1,0
1,16,1,0
1,18,1,0
1,21,1,0
1,22,1,0
1,23,1,0
1,26,1,0
1,27,1,0
1,32,1,0
1,34,1,0
1,37,1,0
1,38,1,0
1,39,1,0
1,41,1,0
1,42,1,0
1,44,1,0
1,46,1,0
1,49,1,0
2,3,1,0
2,5,1,0
2,7,1,0
2,8,1,0
2,10,1,0
2,12,1,0
2,14,1,0
2,16,1,0
2,21,1,0
2,22,1,0
2,24,1,0
2,25,1,0
2,27,1,0
2,28,1,0
2,30,1,0
2,32,1,0
2,35,1,0
2,37,1,0
2,38,1,0
2,39,1,0
2,41,1,0
2,42,1,0
2,43,1,0
2,49,1,0
3,0,1,0
3,1,1,0
3,4,1,0
3,6,1,0
3,7,1,0
3,9,1,0
3,14,1,0
3,16,1,0
3,17,1,0
3,20,1,0
3,21,1,0
3,22,1,0
3,25,1,0
3,27,1,0
3,28,1,0
3,29,1,0
3,30,1,0
3,32,1,0
3,33,1,0
3,34,1,0
3,36,1,0
3,40,1,0
3,44,1,0
3,46,1,0
3,48,1,0
3,49,1,0
4,0,1,0
4,1,1,0
4,2,1,0
4,5,1,0
4,8,1,0
4,10,1,0
4,11,1,0
4,12,1,0
4,13,1,0
4,14,1,0
4,15,1,0
4,16,1,0
4,18,1,0
4,19,1,0
4,20,1,0
4,22,1,0
4,26,1,0
4,28,1,0
4,36,1,0
4,37,1,0
4,38,1,0
4,39,1,0
4,40,1,0
4,41,1,0
4,43,1,0
4,44,1,0
4,45,1,0
4,47,1,0
4,48,1,0
4,49,1,0
5,0,1,0
5,1,1,0
5,3,1,0
5,7,1,0
5,8,1,0
5,11,1,0
5,12,1,0
5,13,1,0
5,14,1,0
5,20,1,0
5,21,1,0
5,25,1,0
5,26,1,0
5,28,1,0
5,29,1,0
5,33,1,0
5,34,1,0
5,38,1,0
5,39,1,0
5,41,1,0
5,42,1,0
5,43,1,0
5,44,1,0
5,48,1,0
5,49,1,0
6,0,1,0
6,1,1,0
6,2,1,0
6,4,1,0
6,5,1,0
6,8,1,0
6,9,1,0
6,10,1,0
6,12,1,0
6,15,1,0
6,18,1,0
6,21,1,0
6,22,1,0
6,23,1,0
6,27,1,0
6,28,1,0
6,29,1,0
6,30,1,0
6,32,1,0
6,34,1,0
6,38,1,0
6,39,1,0
6,40,1,0
6,47,1,0
6,48,1,0
7,4,1,0
7,6,1,0
7,9,1,0
7,10,1,0
7,11,1,0
7,12,1,0
7,14,1,0
7,16,1,0
7,17,1,0
7,22,1,0
7,23,1,0
7,25,1,0
7,29,1,0
7,32,1,0
7,34,1,0
7,36,1,0
7,37,1,0
7,38,1,0
7,39,1,0
7,40,1,0
7,42,1,0
7,43,1,0
7,44,1,0
7,47,1,0
7,49,1,0
8,0,1,0
8,1,1,0
8,3,1,0
8,7,1,0
8,9,1,0
8,11,1,0
8,12,1,0
8,13,1,0
8,19,1,0
8,23,1,0
8,24,1,0
8,26,1,0
8,33,1,0
8,34,1,0
8,35,1,0
8,36,1,0
8,38,1,0
8,41,1,0
8,44,1,0
8,47,1,0
8,48,1,0
8,49,1,0
9,0,1,0
9,1,1,0
9,2,1,0
9,4,1,0
9,5,1,0
9,12,1,0
9,13,1,0
9,14,1,0
9,15,1,0
9,16,1,0
9,17,1,0
9,18,1,0
9,19,1,0
9,20,1,0
9,22,1,0
9,23,1,0
9,24,1,0
9,26,1,0
9,27,1,0
9,29,1,0
9,30,1,0
9,32,1,0
9,33,1,0
9,36,1,0
9,37,1,0
9,40,1,0
9,41,1,0
9,42,1,0
9,44,1,0
9,48,1,0
10,0,1,0
10,3,1,0
10,5,1,0
10,8,1,0
10,9,1,0
10,13,1,0
10,14,1,0
10,17,1,0
10,18,1,0
10,19,1,0
10,20,1,0
10,24,1,0
10,25,1,0
10,27,1,0
10,30,1,0
10,31,1,0
10,32,1,0
10,36,1,0
10,37,1,0
10,38,1,0
10,39,1,0
10,40,1,0
10,41,1,0
10,44,1,0
10,48,1,0
10,49,1,0
11,0,1,0
11,1,1,0
11,2,1,0
11,3,1,0
11,6,1,0
11,9,1,0
11,10,1,0
11,12,1,0
11,13,1,0
11,14,1,0
11,15,1,0
11,17,1,0
11,19,1,0
11,20,1,0
11,21,1,0
11,22,1,0
11,24,1,0
11,26,1,0
11,28,1,0
11,29,1,0
11,30,1,0
11,32,1,0
11,34,1,0
11,36,1,0
11,38,1,0
11,39,1,0
11,41,1,0
11,42,1,0
11,43,1,0
11,44,1,0
11,47,1,0
11,48,1,0
11,49,1,0
12,0,1,0
12,1,1,0
12,3,1,0
12,10,1,0
12,13,1,0
12,14,1,0
12,17,1,0
12,19,1,0
12,21,1,0
12,26,1,0
12,27,1,0
12,28,1,0
12,29,1,0
12,34,1,0
12,35,1,0
12,39,1,0
12,42,1,0
12,43,1,0
12,45,1,0
12,46,1,0
12,47,1,0
12,49,1,0
13,0,1,0
13,1,1,0
13,2,1,0
13,3,1,0
13,6,1,0
13,7,1,0
13,14,1,0
13,15,1,0
13,16,1,0
13,17,1,0
13,21,1,0
13,22,1,0
13,25,1,0
13,26,1,0
13,27,1,0
13,30,1,0
13,31,1,0
13,32,1,0
13,36,1,0
13,38,1,0
13,41,1,0
13,46,1,0
13,48,1,0
14,0,1,0
14,1,1,0
14,6,1,0
14,8,1,0
14,16,1,0
14,20,1,0
14,21,1,0
14,23,1,0
14,27,1,0
14,28,1,0
14,30,1,0
14,32,1,0
14,33,1,0
14,36,1,0
14,38,1,0
14,39,1,0
14,41,1,0
14,42,1,0
14,44,1,0
14,47,1,0
14,48,1,0
15,0,1,0
15,1,1,0
15,2,1,0
15,3,1,0
15,5,1,0
15,7,1,0
15,8,1,0
15,10,1,0
15,12,1,0
15,16,1,0
15,19,1,0
15,20,1,0
15,23,1,0
15,24,1,0
15,25,1,0
15,28,1,0
15,29,1,0
15,31,1,0
15,36,1,0
15,37,1,0
15,38,1,0
15,40,1,0
15,41,1,0
15,43,1,0
15,44,1,0
15,46,1,0
15,47,1,0
16,5,1,0
16,6,1,0
16,8,1,0
16,10,1,0
16,11,1,0
16,12,1,0
16,18,1,0
16,19,1,0
16,20,1,0
16,23,1,0
16,24,1,0
16,25,1,0
16,26,1,0
16,27,1,0
16,30,1,0
16,32,1,0
16,34,1,0
16,37,1,0
16,38,1,0
16,39,1,0
16,40,1,0
16,41,1,0
16,43,1,0
16,45,1,0
16,49,1,0
17,0,1,0
17,1,1,0
17,2,1,0
17,4,1,0
17,5,1,0
17,6,1,0
17,8,1,0
17,14,1,0
17,15,1,0
17,16,1,0
17,18,1,0
17,24,1,0
17,25,1,0
17,26,1,0
17,27,1,0
17,28,1,0
17,30,1,0
17,32,1,0
17,35,1,0
17,36,1,0
17,37,1,0
17,39,1,0
17,40,1,0
17,41,1,0
17,43,1,0
17,48,1,0
17,49,1,0
18,0,1,0
18,2,1,0
18,3,1,0
18,5,1,0
18,7,1,0
18,8,1,0
18,11,1,0
18,12,1,0
18,13,1,0
18,14,1,0
18,15,1,0
18,19,1,0
18,21,1,0
18,28,1,0
18,29,1,0
18,30,1,0
18,33,1,0
18,36,1,0
18,37,1,0
18,38,1,0
18,39,1,0
18,40,1,0
18,41,1,0
18,48,1,0
19,0,1,0
19,1,1,0
19,2,1,0
19,3,1,0
19,5,1,0
19,6,1,0
19,7,1,0
19,13,1,0
19,14,1,0
19,17,1,0
19,20,1,0
19,23,1,0
19,24,1,0
19,25,1,0
19,27,1,0
19,32,1,0
19,33,1,0
19,34,1,0
19,37,1,0
19,44,1,0
19,46,1,0
19,47,1,0
19,48,1,0
19,49,1,0
20,0,1,0
20,1,1,0
20,2,1,0
20,6,1,0
20,7,1,0
20,8,1,0
20,12,1,0
20,13,1,0
20,17,1,0
20,18,1,0
20,22,1,0
20,25,1,0
20,26,1,0
20,27,1,0
20,31,1,0
20,32,1,0
