0,2,16,0
0,5,3,0
0,6,1,0
0,13,20,0
0,16,8,0
0,18,9,0
0,29,17,0
0,35,5,0
0,39,18,0
0,41,14,0
0,42,17,0
0,43,19,0
0,46,5,0
0,47,8,0
0,50,17,0
0,57,20,0
0,60,11,0
0,64,5,0
0,70,15,0
0,72,13,0
0,75,19,0
0,81,18,0
0,82,16,0
0,84,16,0
0,85,11,0
0,87,14,0
0,90,17,0
0,91,1,0
0,95,9,0
0,98,15,0
0,100,8,0
0,103,12,0
0,104,19,0
0,115,17,0
0,116,9,0
0,120,8,0
0,129,9,0
0,132,1,0
0,136,7,0
0,138,10,0
0,139,3,0
0,142,17,0
0,147,7,0
0,150,12,0
0,151,17,0
0,154,13,0
0,160,9,0
0,162,14,0
0,164,19,0
0,167,1,0
0,168,1,0
0,179,2,0
0,184,15,0
0,193,7,0
0,197,19,0
1,0,7,0
1,2,4,0
1,4,18,0
1,7,13,0
1,8,16,0
1,9,8,0
1,10,15,0
1,14,16,0
1,19,20,0
1,21,15,0
1,22,10,0
1,24,2,0
1,25,18,0
1,26,10,0
1,28,8,0
1,29,2,0
1,30,7,0
1,33,9,0
1,34,20,0
1,35,1,0
1,40,14,0
1,41,13,0
1,44,16,0
1,46,20,0
1,48,20,0
1,49,18,0
1,50,9,0
1,51,10,0
1,53,3,0
1,56,20,0
1,58,17,0
1,60,8,0
1,61,3,0
1,68,7,0
1,69,13,0
1,72,13,0
1,76,2,0
1,79,10,0
1,82,15,0
1,87,13,0
1,89,17,0
1,92,19,0
1,93,18,0
1,94,9,0
1,95,12,0
1,96,9,0
1,98,2,0
1,99,11,0
1,100,14,0
1,104,17,0
1,106,7,0
1,107,15,0
1,110,9,0
1,112,14,0
1,117,17,0
1,120,16,0
1,121,18,0
1,122,20,0
1,123,1,0
1,124,9,0
1,126,4,0
1,127,13,0
1,129,14,0
1,131,5,0
1,132,16,0
1,134,8,0
1,135,7,0
1,140,6,0
1,142,2,0
1,152,5,0
1,154,7,0
1,156,10,0
1,157,6,0
1,158,15,0
1,164,19,0
1,167,2,0
1,172,10,0
1,173,2,0
1,175,19,0
1,176,1,0
1,177,1,0
1,179,19,0
1,184,17,0
1,185,4,0
1,186,7,0
1,188,14,0
1,192,9,0
1,193,3,0
1,195,2,0
1,197,5,0
2,4,6,0
2,5,7,0
2,8,9,0
2,9,16,0
2,10,9,0
2,11,10,0
2,12,16,0
2,16,20,0
2,17,6,0
2,18,15,0
2,20,2,0
2,25,2,0
2,26,5,0
2,27,10,0
2,28,11,0
2,29,4,0
2,30,10,0
2,32,7,0
2,34,16,0
2,35,14,0
2,36,15,0
2,40,11,0
2,43,20,0
2,45,19,0
2,46,8,0
2,47,11,0
2,50,12,0
2,53,18,0
2,61,19,0
2,63,8,0
2,66,12,0
2,69,19,0
2,70,8,0
2,72,18,0
2,80,17,0
2,84,5,0
2,88,3,0
2,89,19,0
2,93,10,0
2,94,12,0
2,98,10,0
2,99,17,0
2,102,4,0
2,103,1,0
2,104,15,0
2,105,19,0
2,107,4,0
2,109,7,0
2,112,20,0
2,113,11,0
2,116,11,0
2,117,14,0
2,120,1,0
2,124,7,0
2,126,4,0
2,128,7,0
2,133,20,0
2,134,17,0
2,135,11,0
2,136,15,0
2,138,5,0
2,140,6,0
2,141,4,0
2,142,1,0
2,145,17,0
2,146,5,0
2,148,14,0
2,150,3,0
2,157,16,0
2,160,16,0
2,163,13,0
2,165,9,0
2,166,3,0
2,167,17,0
2,168,10,0
2,171,18,0
2,172,13,0
2,177,8,0
2,178,12,0
2,180,11,0
2,182,4,0
2,183,14,0
2,184,17,0
2,189,17,0
2,197,11,0
2,198,10,0
3,1,17,0
3,4,6,0
3,5,11,0
3,6,5,0
3,7,18,0
3,9,19,0
3,11,3,0
3,12,13,0
3,14,12,0
3,17,11,0
3,18,20,0
3,20,2,0
3,22,15,0
3,24,16,0
3,27,12,0
3,29,13,0
3,30,13,0
3,31,5,0
3,33,10,0
3,37,7,0
3,39,20,0
3,46,4,0
3,50,10,0
3,53,16,0
3,54,6,0
3,57,18,0
3,58,15,0
3,60,3,0
3,63,17,0
3,65,10,0
3,66,10,0
3,67,7,0
3,71,6,0
3,72,2,0
3,74,5,0
3,76,11,0
3,78,11,0
3,85,5,0
3,87,17,0
3,88,10,0
3,89,17,0
3,93,13,0
3,94,13,0
3,96,10,0
3,97,7,0
3,99,19,0
3,100,11,0
3,105,4,0
3,108,1,0
3,109,20,0
3,110,18,0
3,112,18,0
3,113,7,0
3,115,2,0
3,116,6,0
3,118,13,0
3,121,10,0
3,124,15,0
3,128,6,0
3,129,13,0
3,130,20,0
3,132,3,0
3,135,16,0
3,136,20,0
3,142,16,0
3,146,19,0
3,147,14,0
3,156,18,0
3,162,5,0
3,167,12,0
3,169,18,0
3,170,14,0
3,171,11,0
3,174,1,0
3,175,8,0
3,176,1,0
3,178,1,0
3,179,14,0
3,181,18,0
3,182,20,0
3,185,1,0
3,189,7,0
3,191,6,0
3,192,18,0
3,193,6,0
3,197,14,0
3,199,1,0
4,5,2,0
4,7,19,0
4,8,3,0
4,11,15,0
4,18,16,0
4,21,17,0
4,22,1,0
4,24,17,0
4,25,12,0
4,26,8,0
4,27,19,0
4,28,1,0
4,32,8,0
4,33,8,0
4,35,17,0
4,38,19,0
4,39,9,0
4,41,2,0
4,44,3,0
4,45,12,0
4,47,18,0
4,48,16,0
4,52,20,0
4,54,2,0
4,55,14,0
4,59,20,0
4,60,3,0
4,62,11,0
4,65,15,0
4,68,18,0
4,69,10,0
4,71,19,0
4,72,4,0
4,73,12,0
4,74,6,0
4,82,16,0
4,84,11,0
4,85,7,0
4,88,17,0
4,89,15,0
4,94,17,0
4,99,1,0
4,100,12,0
4,105,5,0
4,107,19,0
4,110,17,0
